"target","target_key","branch","status","desktop_handoff_file","usb_macmedia_inventory_json","usb_macmedia_inventory_csv","credential_policy","preferred_method","hostname","ip_address","local_username","ssh_port","auth_method","sudo_available","install_executed","installer_executed","candidate_executed","ssh_login_attempted","remote_restart_attempted","remote_install_attempted","remote_login_modified","file_sharing_modified","firewall_modified","tailscale_configured","security_boundaries_preserved","updated_at","next"
"Mac Mini 1","macmini1","surface_handoff_then_readonly_intake","desktop_handoff_ready_local_login_pending","C:\Users\jrchi\OneDrive\_Sorted_Folders\Backups-Exports\Desktop\macmini1.txt","C:\ProgramData\LabDeploy\Surface-Orchestrator\fleet-manager\usb-macmedia-macmini2.inventory.active.json","C:\ProgramData\LabDeploy\Surface-Orchestrator\fleet-manager\usb-macmedia-macmini2.inventory.active.csv","do_not_store_plaintext_passwords_in_chat_or_fleet_manager_or_text_file","local_login_then_run_readonly_intake","","","","22_if_already_enabled_later","local_password_or_ssh_key_kept_outside_chat","unknown","False","False","False","False","False","False","False","False","False","False","True","2026-06-19 16:19:46","MACMINI1_LOCAL_LOGIN_THEN_READONLY_INTAKE"
